MIREMBE MEDICAL CENTER,KASULE STEPHEN,DR LUBWAMA HAYIDAR,,,,,KAWUKU TC,KATABI,BUSIRO NORTH,WAKISO
MIREMBE MEDICAL CENTRE,GWOKYALYA VIOLET,DR GWOKYALYA VIOLET,PAJWENDA TRADING CENTRE,,MULANDA,TORORO,,,,
MIREMBE MEDICAL CENTRE-KAWEMPE,MURAMUZI BANGIZI EMMY,DR MURAMUZI BANGIZI EMMY,,,,,KAWEMPE TTULA,KAWEMPE,,KAMPALA
MIREMBE NURSING HOME,NANSUBUGA AGNES,DR MURAMUZI BAGINZI EMMY,NAJJA,,NAJJANANKUMBI,KAMPALA,,,,
MIREMBE SAFECARE CLINIC,NAKANYIKE HARRIET,DR MBAZIIRA ANNET,KABOWA,,RUBAGA,KAMPALA,,,,
MIRIA CLINIC D.M.U.,UPMB,DR EKURE JOHN,BOMBO RD,,KAWEMPE,KAMPALA,,,,
MIRIANA GENERAL CLINIC,ELIZABETH KIBONEKA,DR KIBONEKA ELIZABETH,,,,,KYENGERA,KYENGERA,,WAKISO
MISSION'S CLINIC,REV. FR KITTO EXPECTIDO,DR KAYE RONALD,,KANSANGA,MAKINDYE,KAMPALA,,,,
MITALA MARIA HEALTH CENTRE,UCMB,DHO,,,,,OSUGURO,OLIO,SERERE,SOROTI
MITANDI HEALTH CENTRE III,SDA,DHO,"23, GABUNGA RD",KITOORO,B,WAKISO,,,,
MITOOMA CENTRAL CLINIC/NURSING HOME,TWETEGIRE BENEDICT,DR TWETEGIRE BENEDICT,"10, GRANT STREET,KATWE",,KATWE-BUTEGO,MASAKA,,,,
MITOOMA MEDICAL CENTRE,KIHEMBO EMILY,DR KISINDE STANLEY,,,,,MITALA MARIA,BUWAMA,MAWOKOTA,MPIGI
MITYANA HEALTH CENTRE III,UMSC,DHO,,,,,MITANDI,BUHESI,BUNYANGABU,KABAROLE
MITYANA MEDICAL & DIAGNOSTIC CENTRE,NALUKWAGO ROBONAH ENTERPRISES LTD,DR MUGALU ALEX WAMALA,,,,,MITOOMA TRADING CENTRE,MITOOMA,MITOOMA,BUSHENYI
MITYANA TEA ESTATES,TORO MITYANA TEA COMPANY,DHO,KASHENSHERO,,MITOOMA TOWN COUNCIL,MITOOMA,,,,
MJN MEDICAL CENTRE,MATOVU ANDREW,DR NDAULA ALLAN PATRICK,MITYANA,,MITYANA SOUTH,MITYANA,,,,
MM CLINIC,MUGISHA SHABBANI,RWAMWENGE VINCENT,"104,KAMPALA RD",CENTRAL,MITYANA TOWN COUNCIL,MITYANA,,,,
MM MEDICAL CENTRE,NAKATUMBA JESCA,DR KAJUBI ROBERT,,,,,BAKIJULULA,BULERA,SSINGO,MITYANA
MMUSIIMA MEDICAL CENTRE,SALI NAMULI EVELYN,DR SALI NAMULI EVELYN,,,,,LUGOBA,NABWERU,,WAKISO
MMUSIIMA MEDICAL CENTRE,SALI NAMULI EVERLYN,DR SALI NAMULI EVERLYN,KANYANYA,MPERERWE,KAWEMPE,WAKISO,,,,
MOBASHAR MEDICAL CENTRE,NAZIR MOHAMA,DR EKWARO LAWRENCE,,,,,MUGANZI GWAZA,NABWERU,,WAKISO
MODEL CLINIC,GODWIN TURYASIGURA,DR GODWIN TURYASINGURA,MPERERWE,,KAWEMPE,KAMPALA,,,,
MODEL MEDICAL CENTRE,KAKYEREME IBRAHIM,DR MUGERWA ANTHONY,"KISINGIRI ROAD, MENGO",,RUBAGA,KAMPALA,,,,
MODERN CARE CLINIC,MUGISHA NATHAN,DR GALABUZI MARTIN,"39, RIPON GARDEN",,MUNICIPALITY,JINJA,,,,
MODERN CLINIC,RUSHAMBUZA F.C.,DR RUSHAMBUZI F.C.,BOMBO ROAD,KUBIRI,KAWEMPE,KAMPALA,,,,
MOLA MEDICAL CENTRE,TILE FRANCIS,DR AMONGI PASCAH REBECCA,"57,SSEBOWA ROAD",,KAWEMPE,KAMPALA,,,,
MOLA MEDICAL CENTRE-BWEYALE,TILE FRANCIS,DR MUTABAZI FED,KAWAALA,,RUBAGA,KAMPALA,,,,
MOLAGO II MEDICAL CENTRE,MUSISI B. RONALD,DR KAGGWA SENJOVU DAN,,,,,NYABUHIKYE T/C,,NYABUHIKYE,IBANDA
MOLAGO II MEDICAL CENTRE,MUSISI BATWERINDE,DR BAYIGGA MICHAEL PHILIP,"12,AWERE RD",BUS PARK,LAROO,GULU,,,,
MOLAGO II MEDICAL CENTRE,MUSISI BATWERINDE,DR KAGGWA SENJOVU,,,,,BWEYALE TC,KIRYANDONGO,KIBANDA,MASINDI
MOLAGO II MEDICAL CENTRE,NALUGGO HAJARA,DR MUBIRU MESHACK,KITEBI,WANKULUKUKU,LUBAGA,KAMPALA,,,,
MOLLY AND CATHY HEALTH SERVICES,SSEKATAWA ANDREW,DR MUWA INNOCENT PAUL,,,,,"NAMUNGOONA ZONE,KASUBI",RUBAGA,,KAMPALA
MOLLY ERIKI NURSING HOME,ERIKI MOLLY ANYAIT,DR ERIKI PETER PAUL,,,,,JINJA KALORI,,KAWEMPE,WAKISO
MOLONEY MEDICAL CENTRE,LWANNUNDA COMMUNITY DEVT INITIATIVE,DR BAKALAZE MUGAGGA TIBYASA,LUSAKA ZONE,,MAKINDYE,KAMPALA,,,,
MONA CLINIC,NAKIJJOBA SARAH,DR KIWANUKA STANLEY,,,,,BULAMU,NANGABO,KYADONDO,WAKISO
MONAK MEDICAL CLINIC,BAGUMA ISAAC MONDAY,DR BAGUMA ISAAC MONDAY,,,,,ODITEL,KAPELEBIONG,,AMURIA
MONALISA MEDICAL CENTRE,TUMWEBAZE JUMA,DR JABO CHRISTIAN ROY THOMAS,,,,,LWANNUNDA,BUWUNGA,,MASAKA
MONGULA HEALTH CENTRE IV,AFRICA HUMANITARIAN ACTION,DR OMARA CHRIS OWINO,NATEETE,NATEETE,RUBAGA,KAMPALA,,,,
MONTANA BAY CLINIC,DR ORECH CHRISTOPHER,DR ORECH CHRISTOPHER,HOTEL EQUATORIAL,,CENTRAL,KAMPALA,,,,
MONTANA HOSPITAL,MONTANA HOSPITAL LIMITED,DR KASORO ANDREW,KAMPALA,,KAWEMPE,KAMPALA,,,,
MOON LIGHT CLINIC,OKIRIA GRACE,DR KISWEZI KAZIGO AHMED,,,,,MONGULA,OFUA,ADJUMANI,ADJUMANI
MOONLIGHT CLINIC,JJUMBA MUKASA RAYMOND OSWALD,DR JJUMBA-MUKASA RAYMOND OSWALD,LIRA,,ERUTE,LIRA,,,,
MORNING STAR HEALTH CLINIC,SENTAMU JAMES,DR WADDA ROBERT,"33,SEBEI AVENUE",,NORTHERN DIVISION,MBALE,,,,
MOROTO COMMUNITY HEALTH CENTRE,MARIE STOPES UGANDA,DR OMONY MOSES NATHAN,GGABA,,MAKINDYE,KAMPALA,,,,
MOROTO ROAD CLINIC,OPIO DEKOL JAMES,DR OPIO DEKOL JAMES,,,,,KABUUSU,RUBAGA,KYADONDO,KAMPALA
MORULEM HEALTH CENTRE III,UCMB,DDHS ABIM DISTRICT,,NATEETE,RUBAGA,KAMPALA,,,,
MOSARAH HEALTH CLINIC,ONYANGO AND MRS SARAH ONYANGO,DR OGWANG ALFRED,"42-44,CIRCULAR ROAD",SENIOR QUARTERS,BOMA NORTH,MOROTO,,,,
MOTHER FRANCISCA LECHNER HEALTH UNIT II,DAUGHTERS OF DIVINE CHARITY,DHO,MOROTO RD,,WESTERN,SOROTI,,,,
MOTHER MARY CLINIC,DR MPENDO JULIET,DR MPENDO JULIET,,,,,AREMO,MORULEM,LABWOR,ABIM
MOTHER TEREZA CLINIC,KEVIN KAGORO BASEMERA,DR MALEMEKO GODFREY,KISUGU,,MAKINDYE,KAMPALA,,,,
MOTHERCARE CLINIC,EVA BARBARA SENGENDO,DR BUWEMBO KAKANDE BADRU,,,,,RUSHOOKA,KAYONZA,RUSHENYI,NTUNGAMO
MOTHER'S PRIDE HEALTH CENTRE,NASSOLO WINNIE,DR NASSOLO WINNIE,"163/165, NAMUWONGO RD",,MAKINDYE,KAMPALA,,,,
MOTHERS'CLINIC,LYDIA TUGUMISIRIZE,DR JOSHUA TUGUMISIRIZE,NAMUWONGO,,MAKINDYE,KAMPALA,,,,
MOYO MISSION HEALTH CENTRE,UCMB,DHO,"27, MARTIN RD",,CENTRAL,KAMPALA,,,,
MPANGA GROWERS TEA FACTORY CLINIC,MPANGA GROWERS TEA COMPANY,DHO,,,,,KAWEMPE,NABWERU,,WAKISO
MPARA MEDICAL CENTRE,BAHIIGWA KAAHWA,DR BALINDA JULIUS,KISAASI RD,,NAKAWA,KAMPALA,,,,
MPASAANA HEALTH CENTRE,UCMB,DHO,,,,,VURRA,MOYO,WEST MOYO,MOYO
MPATTA LAKE VIEW CLINIC-KIYINDI,SENFUMA AISHA M. LUUTU,DR KIBERU JOSHUA HARGREAVES,,,,,KITOMA,BUSORA,BURAHYA,KABAROLE
MPERERWE STAGE MEDICAL CENTRE,TINDIMUREKURA RICHARD,DR TINO OKONGOR SALOME,,,,,MPARA,MPARA,KYENJOJO,KYENJOJO
MPIGI ORTHODOX CLINIC,UGANDA ORTHODOX CHURCH,DHO,,,,,MPASAANA,MPASAANA,BUGANGAIZI,KIBAALE
MPIGI ORTHODOX HEALTH CENTRE,UGANDA ORTHODOX CHURCH,DHO,,,,,KIYINDI,NAJJA,,MUKONO
MPOLANYI MEDCARE,LUGOLOBI LAWRENCE,DR DAFALA MAHMUD,MPERERWE TRADING CENTRE,,KAWEMPE,KAMPALA,,,,
MPOLOGOMA MEDICAL CENTRE,SSERWADDA MATIA,DR KAZIBWE KATO SAMUEL RICHARD,,,,,MPIGI,MPIGI TOWN COUNCIL,,MPIGI
MPONYE MEDICAL CENTRE,NABANKEMA MARIAM,DR NKALUBO LUMALA M,MPIGI,BUMOOZI,MPIGI TOWN COUNCIL,MPIGI,,,,
MPULIRA HEALTH UNIT,UCMB,DR TAZZIBWA GERALD,,,,,ABAYITA ABABIRI,KATABI,BUSIRO,WAKISO
MPUMUDDE CLINIC,MASEMBE SAM,DR LWANGA CHARLES,GULU-KAMPALA HIGHWAY,,,LUWERO,,,,
MPUMUDDE CLINIC -ZZANA,KIKOMEKO SARAH,DR SSEBUUFU ROBINSON,,,,,MBIRIZI,LWENGO,BUKOTO,MASAKA
MPUUGA MEDICAL CENTRE,MPUUGA JOHN,DR MPUUGA JOHN,,,,,MPULIRA,KIBALE,BUSEMBATIA,IGANGA
MPWAA CLINIC,MAKANGA KYEGOMBE LIVINGSTONE,DR MAKANGA KYEGOMBE LIVINGSTONE,PORTBELL RD,KISENYI ZONE,NAKAWA,KAMPALA,,,,
MT. ELGON HOSPITAL,MT ELGON HOSPITAL LIMITED,DR NYEKO J.F & DR WAKAMUKE E.,,,,,ZZANA,KYADONDO,,WAKISO
MUBEEZI HEALTH CLINIC,KYAMBADDE ANDREW,DR MUJABI JOHN FRED,NTWETWE-KIBOGA RD,,NTWETWE T/C,KYANKWANZI,,,,
MUBENDE TOWN CLINIC,WANGA MAKADA DISONN,DR WANGA MAKANDA DISONN,,,,,BWEYOGERERE,KIRA,KIRA,WAKISO
MUBUKU CLINIC,MUGAMBWA G.W.M.,DR MUGAMBWA G.W.M.,10-12INDEPENDENCE AVENUE,,WANALE,MBALE,,,,
MUDA MEDICAL UNIT,NSIBAMBI BUSHIRA HALIIMAH,DR NSUBUGA SSEBALU KYOBE,KIGANDA ZONE,,KAWEMPE,KAMPALA,,,,
MUDDU MEDICAL CENTRE,SSEMUDDU JIMMY,DR NANJULA KYDIA,KITAKULE,KATWE,MUBENDE T/C,MUBENDE,,,,
MUDIIMA MEDICAL CENTRE,MUDIIMA ENTERPRISES,DR KYAMBADDE PETER,"2, ALEXANDER STREET",,TOWN COUNCIL,KASESE,,,,
MUGABI CLINIC,MUGABI HAKIM,DR LUKOYE DEUS,BWAISE,,KAWEMPE,KAMPALA,,,,
MUGABI HEALTH CLINIC,BABIRYE SARAH,DR MUGERWA WILSON,BUSEGA,,LUBAGA,KAMPALA,,,,
MUGABI MEDICAL CENTRE,KATO KAMOGA,DR. NAKANWAGI FLAVIA,,,,,NATABBI ROAD MAGANJO,,NABWERU,WAKISO
MUGABI MEDICAL CENTRE,KIMOGA KATO,DR NAKANWAGI FLAVIA,NATETE CENTRAL,,RUBAGA,KAMPALA,,,,
MUGALIKE HC III,UCMB,DDHS,,,,,KASUBI,KASUBI,RUBAGA,KAMPALA
MUGALULA FAMILY CARE,NAKALEMA GRACE,DR MUWANGA MOSES,,,,,NANGABO,KYADONDO,,WAKISO
MUGANZI MEDICAL CENTRE,NYOMBI JAFHAR,DR NYOMBI JAFHAR,,,,,KASANGATI,NANGABO,KYANDODO,WAKISO
MUGISHA CLINIC AND LAB ORATORY,MUGISHA OKELLO JOSEPH,DR MUGISHA OKELLO JOSEPH,,,,,NYABUHIKE,KYANAISOKE,BUYAGA,KIBAALE
MUGULI HEALTH CENTRE II,UPMB,DHO KABALE,,,,,KASUBI,RUBAGA,,KAMPALA
MUGUME ARINAITWE CLINIC,TUMUSHABE GEORGE,DR KASEWA DHIKUSOKA SARAH,GALILAYA RD,,KAYUNGA TOWN COUNCIL,KAYUNGA,,,,
MUHANGA C.O.U. H/C II,UPMB,DHO KABALE,,,,,MBIRIZI,LWENGO,BUKOTO,MASAKA
MUHORRO HC III,UCMB,DHO,,,,,MUGIRI,RUBAYA,NDORWA WEST,KABALE
MUHUNDE CLINIC,MUHUNDE KAREKYEZI ANANIAS,DR MUHUNDE KAREKYEZI ANANIAS,,,,,BUJONGOBE,KAHUNGE,KAMWENGE,KAMWENGE
MUIRA VILLAGE HEALTH CENTRE,MUIRA VILLAGE HEALTH CENTRE,DR KALENDE HENRY,,,,,MUHANGA,BUKINDA,RUKIGA,KABALE
MUKAMA AFAAYO CLINIC,SARAH ELIZABETH SEKALO,DR LUWESI HENRY,,,,,MUHORRO,BUYAGA,KAGADI,KIBAALE
MUKAMA ASIIMWE CLINIC,TUMUKUNDE BEATRICE,DR ARINAITWE MOSES,"3, BWANKOSA RD, KABALE",CENTRAL,CENTRAL,KABALE,,,,
MUKAMA CLINIC,DR MUTEBI EDRISA IBRAHIM,DR MUTEBI EDRISA IBRAHIM,,,,,MUIRA,NAMBALE,KIGULU,IGANGA
MUKAMA CLINIC,TUMUHIMBISE BRAVE,DR TWINOBUHUNGIRO ASKA,NATEETE,,RUBAGA,KAMPALA,,,,
MUKAMA KYAKUWA CLINIC,MARJORIE K. MUSISI,DR KAWOOYA MICHEAL,,,,,KATOOKE TRADING CENTRE,KATOOKE,MWENGE,KYENJOJO
MUKAMA KYAKUWA CLINIC,NAKIRYOWA HADIJAH MUGGA,DR SSEBUNYA MOSES,MAWANDA ROAD,,KAWEMPE,KAMPALA,,,,
MUKASA MUZZANGANDA HEALTH CENTRE,HAJJI ISMA MUKASA SSESANGA,DR JUBILEE JOHN ABWOOLI,"HOIMA RD, NAKULABYE",NAKULABYE,RUBAGA,KAMPALA,,,,
MUKISA CLINIC,FATUMA NALUBANGA,DR KATENDE J S,,,,,GAYAZA,NANGABO,KYADONDO,WAKISO
MUKISA CLINIC,MUDONDO NASAB,DR SEMAYIGA NULU BULYA,SIR APOLLO KAGGWA ROAD,OLD KAMPALA,CENTRAL,KAMPALA,,,,
MUKISA CLINIC,NAMAYANJA ANNET,DR MUSOOKO MOSES,MABANDA TOWN,,KILIOGENTE,MPIGI,,,,
MUKISA CLINIC,NAMULI RESTY,DR ZALWANGO SARAH K,,,,,BWEYOGERERE,KIIRA,,WAKISO
MUKISA CLINIC,WALUSIMBI BEATRICE,DR KADDU NYENJE DAVID,NAKIWAGO RD,KIWAFU EAST,'B',WAKISO,,,,
MUKISA DAY CARE CLINIC,NAMUKISA JOSEPHINE,DR KAFUKO S. PATRICK,KANSANGA,,MAKINDYE,KAMPALA,,,,
MUKISA HEALTH CARE,NAMAZZI ROSEMARY,DR MBABAZI BAGUMA WILLIAM,,,,,GAYAZA,GAYAZA,WAKISO,WAKISO
MUKISA HEALTH CARE CLINIC,ZAMUFUULA BONIFACE,DR LUBWAMA FREDDIE MOSES,NASUUTI,,TOWN COUNCIL,MUKONO,,,,
MUKISA HEALTH CARE UNIT,NAMWANJE DIANA,DR LULE HARUNA,"NAMUNGOONA, LUBYA PARISH",,RUBAGA,KAMPALA,,,,
MUKISA HEALTH SERVICES,NAMUBIRU MARY,DR NAMUBIRU MARY,BUSEGA,,RUBAGA,KAMPALA,,,,
MUKISA HEALTH SERVICES,NAMUBIRU MARY,DR NAMUBIRU MARY,,,,,BUKANDULA,KABULASOKE,GGOMBA,GOMBA
MUKISA HEALTH SERVICES,NAMUBIRU MARY,DR NAMUBIRU MARY,KASUBI,,RUBAGA,KAMPALA,,,,
MUKISA HEALTH UNIT,UMMB,DR NAMUBIRU MARY,,,,,KABALAGALA,MAKINDYE,KIKUBAMUTWE,KAMPALA
MUKISA MEDICAL CLINIC,TUSHEMEREIRWE EVELYN,DR SSEWANKAMBO WILFRED,ACHOLI QUATERS,,NAKAWA,KAMPALA,,,,
MUKO C.O.U. PARISH HEALTH UNIT,UPMB,DHO,"KIBULI,KANAKULYA ZONE",,MAKINDYE,KAMPALA,,,,
MUKO HEALTH CENTRE,UCMB,DHO KABALE,,,,,KALISIZO,KALISIZO,KYOTERA,RAKAI
MUKOKYE HC II,UPMB,DHO KABALE,KAKIRI,,TOWN COUNCIL,WAKISO,,,,
MUKONO C.O.U HOSPITAL,MUKONO DIOCESE,DR WABWIRE DICKSON CLIFF,,,,,BUTARE,MUKO,RUBANDA WEST,KABALE
MUKONO FAMILY MEDICAL CENTRE,JANE MANANA MASHATE,DR BUKENYA MICHEAL IGA,,,,,KARENGYERE,MUKO,RUBANDA,KABALE
MUKONO GENERAL CLINIC,NAMYALO HARRIET,DR ANDAMA JOSEPH,,,,,MUKOKYE,MAZIBA,NDORWA WEST,KABALE
MUKONO HEALTH CLINIC,AGNES JOYCE NAKAWOMBE,DR KIBERU JOSHUA HARGREAVES,MUKONO,,MUKONO MUNICIPALITY,MUKONO,,,,
MUKONO TOWN MUSLEM HEALTH UNIT,MUKONO MUSLEM MEDICAL SERVICE,DR KALISA YESERO,"205/206, HAMU MUKASA",,,MUKONO,,,,
MUKWANO CLINIC,NASSUNA HAMIDA,DR LUKWATA SENTONGO HAFSA,,,,,MUKONO-TAKAJJUNGE,NAMA,,MUKONO
MUKWANO FAMILY CLINIC,MUKWANO INDUSTRIES,DR LUKAKAMWA DANIEL,MAIN STREET,NSUBE/KAUGA,,MUKONO,,,,
MUKWANO HEALTH CARE CLINIC,HASASHA HUSSEIN,DR HAMYA MUSA,,,,,MUKONO TC,,GGULU,MUKONO
MUKWANO HEALTH CLINIC,KATO KIMOGA & NSUBUGA MUHAMED,DR NABUKEERA NICOLETTE,"NAKULABYE, HOIMA RD",,CENTRAL,KAMPALA,,,,
MUKWANO MEDICAL CENTRE,DDAMULIRA BONNY KIRONDE,DR KISAKYE DAVID,"30, PRESS HOUSE RD",,CENTRAL,KAMPALA,,,,
MUKWANO MEDICAL CENTRE,MUWONGE HARUNA,DR MUWONGE HARUNA,KIFAMBA,,MAKINDYE,KAMPALA,,,,
MUKWANO MEDICAL CENTRE,PROF. R.T MUGERWA,DR HABINEZA JOHN HABIMANA,"KIWONVU ZONE, MULAGO",,KAWEMPE,KAMPALA,,,,
MUKWANO MEDICAL SERVICES LIMITED,LUZIGE SIMON & KABUGO EVANS,DR LUZIGE SIMON,,,,,SEMUTO,NAKASEKE,,NAKASEKE
MUKWAYA GENERAL HOSPITAL,KIWANUKA BERNARD MATHIAS,DR KIWANUKA BERNARD MATHIAS,,,,,BUSUNJU,SSEKANYONYI,SSINGO,MITYANA
MUKWAYA MEDICAL CENTRE,KIWANUKA MATHIAS BERNARD,DR KIWANUKA MATHIAS BERNARD,,,,,KALAYA,,KALANGALA,KALANGALA
MULAGO HILL X-RAY CENTRE,KIGULA J.B. MUGAMBE & IKEMERE DEOGRATIAS,DR J B MUGAMBE,"285,LUKAYA TOWN COUNCIL",KALIRO,KALIRO,KALUNGU,,,,
MULAGO II MEDICAL CENTRE,MUSISI B. RONALD,DR KAGGWA SENJOVU,NSAMBYA,,MAKINDYE,KAMPALA,,,,
MULAGO II MEDICAL CENTRE,MUSISI BATWERINDE RONALD,DR BAYIGGA LULUME MICHEAL,"33/35,HORBART STREET",KATWE BUTEBO,MASAKA,MASAKA,,,,
MULAGO MEDICAL CENTRE,MOBILE HOSPITAL INTERNATIONAL LIMITED,DR KADAAGA HENRY FRANCIS,MULAGO HILL RD,MULAGO,KAWEMPE,KAMPALA,,,,
MULAJJE HEALTH CENTRE III,UCMB,DHO,,,,,JINJA-KALORI,KAWEMPE,KAWEMPE,WAKISO
MULEETE COMMUNITY HEALTH CENTRE,AFRICA RENEWAL MINISTRIES,DHO,WANKULUKUK,,RUBAGA,WAKISO,,,,
MULI CURE CLINIC,MUGISHA JULIUS SEBIKALI,DR MUGISHA JULIUS SEBIKALI,KAMPALA,,KAWEMPE,KAMPALA,,,,
MULTICARE CLINIC KAMWENGE,TWEBAZE F. BYABAGAMBI,DR TWEBAZE BYABAGAMBI F,,,,,MULAJJE,BAMUNANIKA,BAMUNANIKA,LUWERO
MULTI-HOPE CLINIC,UMAR BETTY,DR OTIM TOM CHARLES,,,,,MULEETE,KITENGA,,MUBENDE
MULTISYSTEM CLINICAL LABORATORIES,MICHEAL ODIDA & WABINGA HENRY,DR ODIDA MICHEAL & WABINGA HENRY,MBARARA,,KAMUKUZI,MBARARA,,,,
MULUNGI MEDICAL CENTRE,KAMULEGEYA ROBERT,DR NAKANDHA ESTHER MAGUMBA,"KAMWENGE,FORTPORTAL RD",,KAMWENGE,KAMWENGE,,,,
MULUNOX MEDICAL CENTRE,MULUNOX ENTERPRISES LIMITED,DR NYANZI MARY,,,,,KAMDINI,KAMDINI,,OYAM
MUMMY DRAYTON CLINIC,NYAKA AIDS FOUNDATION,DR KASUDHA DANIEL,"80, BOMBO RD",WANDEGEYA,KAWEMPE,KAMPALA,,,,
MUMMYS MEDICAL CENTRE,SSEMBATYA IBRAHIM,DR MUTEBI EDRISA IBRAHIM,NYANAMA,,RUBAGA,KAMPALA,,,,
MUNA CLINIC,KIBWIKA SUSAN,DR OGAVU GYAGENDA JOSEPH,,,,,KAZO CENTRAL,NANSANA,,WAKISO
MUNA HEALTH CLINIC,NAMUBIRU PROSSY,DR HAUMBA MALWA SAMSON,NYAKAGYENZI NYARUTOJO,,KAMBUGA,KANUNGU,,,,
MUNAKU KAMA MEDICAL CLINIC,OFUMBI H. ALEXANDER,DR OFUMBI HANNINGTON ALEXANDER,KASUBI,,RUBAGA,KAMPALA,,,,
MUNATHAMAT HEALTH CENTRE III,UMMB,DHO,KATWE 1,,MAKINDYE,KAMPALA,,,,
MUNGUCHI MEDICAL CENTRE,MUNGUCHI MEDICAL CENTRE-NGO,DR KISSA CHARLES KENENEDY,,,,,KIREKA,KIRA,KYADONDO,WAKISO
MUNIRA CLINIC,MUNIRA QUEEN,,,,,,KAYUNGA,KAYUNGA TOWN COUNCIL,,KAYUNGA
MUNNO MEDICAL CENTRE,MALE MONICA,DR NDAULA ALLAN PATRICK,,,,,KITOORO,KYAZANGA,MASAKA,MASAKA
MUNNO MEDICAL CENTRE,MUGERWA SHABAN,DR MEGERWA SHABAN,"7,WADRI RD",PANGISHA,RIVER OLI,ARUA,,,,
MUNNO MUKABI MEDICAL CENTRE,KALEMBE FLORENCE,DR MULINDWA KAALA PATRICK,MUSAJJALUMBWA ROAD,,RUBAGA,KAMPALA,,,,
MUNNO MUKABI MEDICAL CLINIC,KALEMBE FLORENCE,DR MULINDWA KAALA PATRICK,NALUKOLONGO,,RUBAGA,KAMPALA,,,,
MUNOBWA CLINIC,RWENZORI COMMODITIES LTD.,DR TUMUSIIME GERALD,KASOKOSO CENTRAL II,,,IGANGA,,,,
MUNTEME HEALTH CENTRE II,UCMB,DHO,,,,,,KYANKWANZI,KYANKWANZI,KIBOGA
MUNYIGWA MEMORIAL CLINIC,BARUGAHARE KATEERA JOHN MARY,DR BARUGAHARE KATEERA JOHN MARY,WAKULUKUKU,SEMBULE,,KAMPALA,,,,
MUNYONYO GENERAL CLINIC,AMITA JULIET ZULIA LUMONYA,DR MALINGA RAYMOND JOSEPH,,,,,MUNOBWA,BUGAKI,MWENGE,KYENJOJO
MUPA MEDICAL CENTRE,GIVE ME HOPE HEALTH INITIATIVE,DR MAGADA SAMUEL MOSES,,,,,MUNTEME,KIZIRANFUMBI,BUHAGUZI,HOIMA
MURAMA HC 11,KYARIMPA SCOVIA,DR LUYIMBAAZI JULIUS,,,,,NAMUGONGO,KIRA,KIRA,WAKISO
MURUNGI MEDICAL CLINIC,TUMUSIIME SCOVIA,DR TUMUSIIME HERBERT KAMUGISHA,MUNYONYO,,MAKINDYE,KAMPALA,,,,
MUSAJJA ALUMBWA RD HEALTH CENTRE,SERUNKUUMA AISHA,DR ANGUZU RONALD,KALERWE,,KAWEMPE,KAMPALA,,,,
MUSANA COMMUNITY HEALTH CENTRE,MUSANA COMMUNITY DEVELOPMENT ORGANISATIO,DHO,,,,,MURAMA,,BUHUNGA,RUKUNGIRI
MUSASIZI CLINIC,NANKYA FLORENCE KAGGWA,DR KATURAMU RICHARD,"KATALE, SEGUKU",,"MAKINDYE,SABAGABO",WAKISO,,,,
MUSHANGA HEALTH CENTRE III,UCMB,DHO,KCCA,,CENTRAL,KAMPALA,,,,
MUSICHIMI HEALTH CENTRE III,TORORO DIOCESE,DHO,,,,,BUSEY,NAKALAMA,,IGANGA
MUSIGULA CLINIC,MBABAZI REGINA,DR KASIBANTE DEOGRATIUS,,,,,BUSABALA RD,NAJJANANKUMBI,RUBAGA,KAMPALA
MUSIIME MEDICAL CLINIC,KASIITA EMMANUEL,DR BITAKALAMIRE HILLARY,,,,,MUSHANGA,KAGANGO,KABWOHE,BUSHENYI
MUSIIMUSH MED CLINIC,MUSIIME SERWANO JACKSON,DR SSENTAMU DANIEL,,,,,LUNYO,,MASAFU,BUSIA
MUSINGA CHRISTIAN MEDICARE CENTRE-KIBATS,MUSINGA CHRISTIAN MEDICARE CENTRE-KIBATS,DR MUGANZI ELLY,RUBAGA,,RUBAGA,KAMPALA,,,,
MUSMUSH MEDICAL CENTRE,MUSIIME JACKSON,DR SSENTAMU DANIEL,,,,,RWEMIYAGA TOWN COUNCIL,RWEMIYAGA,,SSEMBABULE
MUSTARD SEED HEALTH CENTRE,KHAIZI MULOKOLE,DR NERIMA MARGARET,"NATEETE,OPP TOTAL STATION",,RUBAGA,KAMPALA,,,,
MUSTARD SEED HEALTH CLINIC,BASEKE JOHN BOSCO,DR SSENYONJO LEONARD,RWAMABONDO TOWN BOARD,,KIBATSI,NTUNGAMO,,,,
MUSWANGALI COMMUNITY HEALTH CENTRE,MUSWANGALI COMMUNITY,DR MEGERE H.D.W,MBARARA,,KAKOBA,MBARARA,,,,
MUSYANA COMMUNITY CLINIC,RUGADA (NGO),DR FRANCIS BANYA OGWANG,"792 , BUGEMBE",KATENDE VILLAGE,BUGEMBE TOWN COUNCIL,JINJA,,,,
MUTAHUNGA CLINIC,KEBIRUNGI JACQUILINE B.,DR MUGWANYA EDWARD,A-ZONE IBANDA,,IBANDA TOWN COUNCIL,IBANDA,,,,
MUTAMBA CLINIC,MUTAMBA HARRIET,DR NASSAKA VICTO MUKASA,"MSZ 015, KAMPALA",MUSWANGALI,MAKINDYE,KAMPALA,,,,
MUTASA FAMILY MEDICAL CENTRE,ISABIRYE BEN,DR BYARUHANGA CRESCENT,,,,,MUSYANA,NYARUSHANJE,RUBABO,RUKUNGIRI
