UGANDA MEDICAL AND DENTAL PRACTITIONERS COUNCIL,,,,,,,,,,,,,,,,,,,,,,
OPERATING LICENCE REGISTER AS OF 31/12/2016,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Reg No.,Name,Owner ,Supervisor ,Plot,Ward,Division,District,Village,Sub County,County,District,Category Of Health Unit ,Health Unit Status,Number of Beds,Laboratory Services,X-ray Services,Radiotherapy Services,Ambulance Services,Other Services,Receipt No.,Serial No.,OL 2016
HUV0005,VENUS MEDICAL CENTRE,DDAMBA JANE,DR MUKIIBI JOHN,"LUGOBA ROAD, KAWEMPE",,KAWEMPE,KAMPALA,,,,,Medical and Dental ,Out Patient ,,Yes,No,No,No,,25242,1710,10/07/16
HUV0017,VICTORIA MEDICAL CLINIC,DRAMETU DOMINIC,DR DRAMETU DOMINIC,"2, KELVIN RD",,TOWN COUNCIL,ADJUMANI,,,,,Medical,Out Patient and In Patient ,5,Yes,No,No,No,SURGERY,21270,535,22/03/16
HUV0023,VIGA CLINIC,BAGAMBE VINCENT,DR BAGAMBE VINCENT,KISAASI RD,BUKOTO,NAKAWA,KAMPALA,,,,,Medical,Out Patient ,,Yes,No,No,No,,19288,239,24/02/16
HUV0025,VILLA MARIA HOSPITAL,UCMB,DHO KALUNGU,,,,,VILLA MARIA,KALUNGU,KALUNGU,MASAKA,Hospital ,Out Patient and In Patient ,126,Yes,Yes,Yes,Yes,OPERATING THEATRE,18842,104,02/02/16
HUV0055,VILLAGE OF EDEN HEALTH CENTRE III,HELPING HANDS FOREIGN MISSIONS UGANDA,DR KIIRYA STEPHEN BULOLO,MUWAYO,,BULUGUYI,BUGIRI,,,,,Medical and Dental ,Out Patient ,,Yes,No,No,No,"FP,IMMUN,PHYSIO,ORTHO",18441,41,12/01/16
HUV0037,VINE MEDICARE CLINIC,"KIGOZI ABBEY, MWANJE BRIGHT ANDERSON",DR MWANJE BRIGHT ANDERSON,"23-31,KYAGGWE ROAD",,CENTRAL,KAMPALA,,,,,Dental ,Out Patient ,2,Yes,No,No,No,,20805,1775,25/07/16
HUW0017,WA-JO MEMORIAL MEDICAL CENTRE,DR KUSOLO PETER MUPUYA,DR KUSOLO PETER MUPUYA,KUFU,KHABUTOOLA,,MANAFWA,,,,,Nursing Home,Out Patient and In Patient ,12,Yes,No,No,No,,24137,736,22/03/16
HUW0057,WALABYEKI MEDICAL CENTRE,SSENYONYI LOUIS WALABYEKI,DR SSENYONYI LOUIS WALABYEKI,"12,TONGWE",,CENTRAL,MASINDI,,,,,Medical,Out Patient and In Patient ,12,No,Yes,No,No,TELEMEDICINE,12147,522,22/03/16
HUW0011,WANAINCHI CLINIC,ABIRIGA JINO,DR ABIRIGA JINO,"54,TONGUE STREET",,TOWN COUNCIL,MASINDI,,,,,Medical and Dental ,Out Patient ,8,Yes,No,No,No,FP,21071,600,25/03/16
HUW0040,WANDEGEYA MEDICAL CHAMBERS,SEKIKUBO MUSA,DR SEKIKUBO MUSA,"16009,WANDEGEYA",,KAWEMPE,KAMPALA,,,,,Medical and Dental ,Out Patient and In Patient ,10,Yes,Yes,No,No,"IMMUNIZATION,THEATRE",18216,24,13/01/16
HUW0022,WELLSPRING HEALTH CENTRE,WELLSPRING UGANDA,DR OGUNSANYA ADEBEYI ADETOLE,,,,,BWEYOGERERE,KIRA,KYADONDO,WAKISO,Medical and Dental ,Out Patient and In Patient ,2,Yes,Yes,No,Yes,"IMMUNISATION,MATERNITY",25472,1435,25/05/16
HUW0023,WENTZ MEDICAL CENTRE,AFRICA RENEWAL MINISTRIES,DR NYENDE LOUIS,"22, KAWUKU,GGABA ROAD",GGABA,MAKINDYE,KAMPALA,,,,,Medical and Dental ,Out Patient and In Patient ,8,Yes,Yes,No,Yes,"MATERNITY,THEATRE",21222,639,22/03/16
HUW0026,WESUNIRE CATHOLIC HEALTH CENTRE III,UCMB,DHO,,,,,WESUNIRE,BUYENDE,BUDIOPE,KAMULI,Medical,Out Patient and In Patient ,14,Yes,No,No,No,,24579,722,26/04/16
HUW0036,WOMEN'S HOSPITAL INTERNATIONAL AND FERTILITY CENT,TAMALE-SALI EDWARD GASTERFSON,DR TAMALE-SALI EDWARD GASTERFSON,NAKAZZI-SALI LANE,MOWLEM ZONE,NAKAWA,KAMPALA,,,,,Hospital ,Out Patient and In Patient ,10,Yes,Yes,No,Yes,,25040,906,04/04/16
HUX0001,X-RAY CARE AND ULTRASOUND CLINIC,KIGULA MUGAMBE J.B,DR KIGULA MUGAMBE J B,"32A,OLD KAMPALA RD",,CENTRAL,KAMPALA,,,,,Medical,Out Patient ,,Yes,Yes,No,No,,21212,508,15/03/16
HUY0012,YIVU ABEA HEALTH CENTRE,MADI AND WEST NILE DIOCESE,DHO,,,,,YIVU,YIVU,YIVU,MARACHA-TEREGO,,Out Patient ,,Yes,No,No,No,,19627,305,03/03/16
HUY0015,YOUR CLINIC LIMITED,YOUR CLINIC LIMITED,DR KAGALI SAMUEL,"3,MUWANGA II RD","MENGO,KISENYI",CENTRAL,KAMPALA,,,,,Medical and Dental ,Out Patient and In Patient ,4,Yes,No,No,No,"FP,ULTRASOUND SCAN",25488,1447,25/05/16
HUZ0025,ZAM MEDICAL CENTRE,"HAJAT SARAH NABEMBEZI,ZALWANGO ZIADA",DR KATENDE ELIZABETH,"PLOT 2,KAYENDE ROAD",,MAKINDYE,KAMPALA,,,,,Medical,Out Patient and In Patient ,10,Yes,No,No,No,"FP,IMMUNIZATION",21774,657,05/04/16
HUZ0016,ZIA ANGELINA SUB DISPENSARY,UCMB,DHO,,,,,NAMUGONGO,KIIRA,KYADONDO,WAKISO,Medical,Out Patient and In Patient ,16,Yes,No,No,No,,24866,1088,15/04/16
HUZ0017,ZIGOTI MEDICAL CENTRE,SSENTAMU JOHN VANGLIST,DR SSENTAMU JOHN VANGLIST,"233, ZIGOTI T/C",MALANGALA,,MITYANA,,,,,Medical and Dental ,Out Patient ,,Yes,No,No,No,,22545,1946,16/09/16
HUZ0019,ZUMBO HEALTH CENTRE III,UPMB,DHO,,,,,RIKU,NYAPEA,OKORO,NEBBI,Medical,Out Patient and In Patient ,50,Yes,No,No,No,,25089,943,15/04/16
